73, ဢၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ၵႆႉသၵ်ႉၶူဝ်းသူလႄႈ သၵ်ႉၼိူဝ်ပႅၼ်ႈမႆႉႁၵ်ႉ မႆႉသၵ်းႁဵတ်းၶွၼ်ႉသၵ်ႉ ၵူၼ်းၵၵ်းလၵ်ႉၽၵ်းပၵ်ႉ ပိူၼ်ႈဢွၼ်ၵၼ်တၵ်ႉမၼ်း"
74, ဢၢၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ႁဝ်းတေၵႂႃႇသိုဝ်ႉၸၢၵ်ႈ ပဵၼ်တႃႇလွင်ႈမၢၵ်ႈမီး တေၽၢၵ်ႇတွၼ်ႈသူဢိူဝ်ႈ ၵူႈယႃမၢၵ်ႇဝႆႉတႃႉ လၢၵ်ႈၽၢၵ်ႈတၢၵ်ႇသေလႄႈ"
75, ဢိၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ယႃႇပေသိၵ်ႇပပ်ႉလိၵ်ႈ လိၵ်ႈလၢႆးပၼ်တၢင်းႁူႉ ၶတ်းၸႂ်ႁဵၼ်းတိၵ်းတိၵ်း ႁႂ်ႈထိုင်တီႈၸိၵ်းၸွမ် လွမ်ၶူဝ်ယူႇၶိၵ်းၶိၵ်း"
76, ဢဵၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ၸၢႆးလဵၵ်းဝဵၵ်ႉသူၼ်ယူႇ ယႃႇပေတဵၵ်းၼဵၵ်းမၼ်း ၽၵ်းသူမ်ႈတဵၵ်းဝၢၼ်ၼႃႇ ဢဝ်သႂ်ႇပုင်းႁဵၵ်ႇမႃး ၼၢင်းလဵၵ်ႉယၵ်ႉၸမ်ႈယူႇ"
77, ဢႅၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ႁဝ်းမီးလွႆပႅၵ်ႇ ဝႆႉလႅၵ်ႈဢဝ်ငိုၼ်းၶမ်း ယႃႇပေတႅၵ်ႇၵၼ်တႃႉ ၸွႆႈၵၼ်ၵႂႃႇမႅၵ်ႇပႅၵ်ႇ ၸႅၵ်ႇႁႂ်ႈၵႃႈၵၼ်လႄႈ"
78, ဢုၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "လုၵ်ႉသုၵ်ႈၼႃႈလီငၢမ်း ၶုၵ်းၸႂ်လႆႈတူၼ်ႈၵုၵ်ႉ မိူဝ်ႈၽုၵ်ႈလုၵ်ႉၸဝ်ႉၸဝ်ႉ ထုၵ်ႇလီသွၼ်လုၵ်ႈဢွၼ်ႇ ၶဝ်ႈပုၵ်းၶၢႆထုၵ်ႇၼႃႇ"
79, ဢူၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ၼူၵ်ႉၵူၵ်ႇၵၢၵ်ႈႁူၵ်းတူဝ် တူၵ်းၼႂ်းပႃႇမႆႉပူၵ်ႇ သဵင်ႁွင်ႉဝႃႈပူၵ်းပူၵ်း မီးယူႇတီႈယုမ်းႁူၵ်ႉ ပူၵ်ႉၶူဝ်းသူတူၵ်းၼေႈ"
80, ဢွၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ဢဝ်မွၵ်ႇသႂ်ႇၵွၵ်းယဝ်ႉ မႃးၵိၼ်မၢၵ်ႇၸွၵ်းလႄႈ ယႃႇပေယူႇၸွမ်းၸွၵ်ႉ ႁဝ်းၶၢၼ်ႉသွၵ်ႈႁႃသူ ပွၵ်ႈမႃးဝႆးဝႆးလႄႈ"
81, ဢိုၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "သိုၵ်းတိုၼ်းၵိုၵ်းၵမ်ႇၽႃႇ တိုၵ်းသိုၵ်းၵေႃႈယႃႇၵူဝ် လီၶႂ်ႈၸႂ်လိုၵ်ႉလိုၵ်ႉ ၽင်ႇႁိုၵ်းပဵင်းၼႃႈဢိုၵ်း ၽိုၵ်းတႅမ်ႈလိၵ်ႈၵူႈၶမ်ႈ"
82, ဢိူၵ် - တူဝ်ၽႅတ်းသဵင်ၶၢတ်ႇ, "ၵူၼ်းတိူၵ်ႈလႄႈၵူၼ်းမိူၵ်ႈ မၼ်းဢမ်ႇထိူၵ်ႈဢွၼ်ႁူဝ် ပေႃးၵူဝ်မႃးၼႃႈၽိူၵ်ႇ လီလိူၵ်ႈဢဝ်ၸိူၵ်ႈမတ်ႉ ပၼ်မၼ်းၵိၼ်ၶဝ်ႈပိူၵ်ႇ"
